version,0.022,,,,,,,,,,,,,Lavar,,,,,,,,
Member Label,Member Description,P_Familj,Group Name,Variable Name,Internet link,Latin,P_Storaarter,P_Ris,P_BuskarTrad,P_Barande,P_Habitat_gräsm,P_Habitat_våtm,P_Mossor,P_Lavar,P_H8230,P_Vatten,P_Kalk,P_Dike,P_Kalkhällmark,P_Artrikt,P_Hällmark,P_naturahabitat
Tuv-/stylt-/bunkestarr,Carex cespitosa/C. nigra var juncea/C. elata,Halvgräs,SmaProvArt,Tuv_stylt_bunkestarr,https://sv.wikipedia.org/wiki/Tuv-/stylt-/bunkestarr,Carex cespitosa/C. nigra var juncea/C. elata,Stor art,,,,,,,,,Vatten,,Dike,,,,
Tuvsäv,Trichophorum cespitosum subsp. cespitosum,Halvgräs,SmaProvArt,Tuvsav,https://sv.wikipedia.org/wiki/Tuvs%C3%A4v,Trichophorum cespitosum subsp. cespitosum,,,,,,,,,,,,,,,,
Tuvtåtel,Deschampsia cespitosa,Gräs,SmaProvArt,Tuvtatel,https://sv.wikipedia.org/wiki/Tuvt%C3%A5tel,Deschampsia cespitosa,,,,,,,,,,,,,,,,
Tuvull,Eriophorum vaginatum,Halvgräs,SmaProvArt,Tuvull,https://sv.wikipedia.org/wiki/Tuvull,Eriophorum vaginatum,,,,,,,,,,,,,,,,
Tvåblad,,,SmaProvArt,Tvablad,,,,,,,Gräsmark,Våtmark,,,,,,,,,,
Tysklönn,Acer pseudoplatanus,Kinesträdsväxter,TradBuskArt,Tysklonn,https://sv.wikipedia.org/wiki/Tyskl%C3%B6nn,Acer pseudoplatanus,,,Träd,,,,,,,,,,,,,
Tät vitmossa,Sphagnum compactum,Mossor,SmaProvArt,Tat_vitmossa,https://sv.wikipedia.org/wiki/T%C3%A4t_vitmossa,Sphagnum compactum,,,,,,,Mossor,,,,,,,,Hällmark,
Tätört,Pinguicula vulgaris,Tätörtsväxter,SmaProvArt,Tatort,https://sv.wikipedia.org/wiki/T%C3%A4t%C3%B6rt,Pinguicula vulgaris,,,,,,,,,,,,,,,,
Vanlig smörblomma,Ranunculus acris subsp. acris,Ranunkelväxter,SmaProvArt,Vanlig_smorblomma,https://sv.wikipedia.org/wiki/Vanlig_sm%C3%B6rblomma,Ranunculus acris subsp. acris,,,,,,,,,,,,,,,,
Vass,Phragmites australis,Gräs,SmaProvArt,Vass,https://sv.wikipedia.org/wiki/Vass,Phragmites australis,Stor art,,,,,,,,,Vatten,,Dike,,,,
Vasstarr,Carex acuta,Halvgräs,SmaProvArt,Vasstarr,https://sv.wikipedia.org/wiki/Vasstarr,Carex acuta,Stor art,,,,,,,,,Vatten,,Dike,,,,
Vattenklöver,Menyanthes trifoliata,Vattenklöverväxter,SmaProvArt,Vattenklover,https://sv.wikipedia.org/wiki/Vattenkl%C3%B6ver,Menyanthes trifoliata,,,,,,,,,,Vatten,,Dike,,,,
Vattenmåra,Galium palustre,Måreväxter,SmaProvArt,Vattenmara,https://sv.wikipedia.org/wiki/Vattenm%C3%A5ra,Galium palustre,,,,,,,,,,,,,Kalkhällmark,,,
Vattenpilört,Persicaria amphibia,Slideväxter,SmaProvArt,Vattenpilort,https://sv.wikipedia.org/wiki/Vattenpil%C3%B6rt,Persicaria amphibia,,,,,,,,,,Vatten,,Dike,,,,
Veketåg,Juncus effusus,Tågväxter,SmaProvArt,Veketag,https://sv.wikipedia.org/wiki/Veket%C3%A5g,Juncus effusus,Stor art,,,,,,,,,Vatten,,Dike,,,,
Ven-arter,Agrostis,Gräs,SmaProvArt,Ven_arter,https://sv.wikipedia.org/wiki/Ven-arter,Agrostis,,,,,,,,,,,,,Kalkhällmark,,,
Videkornell,Cornus sericea,Kornellväxter,TradBuskArt,Videkornell,https://sv.wikipedia.org/wiki/Videkornell,Cornus sericea,,,Buskar,,,,,,,,,,,,,
"Viden, delvis",Salix,Videväxter,TradBuskArt,Viden_delvis,https://sv.wikipedia.org/wiki/Videsl%C3%A4ktet,,,,Buskar,,,,,,,,,,,,,
Videört,Lysimachia vulgaris,Viveväxter,SmaProvArt,Videort,https://sv.wikipedia.org/wiki/Vide%C3%B6rt,Lysimachia vulgaris,,,,,,,,,,,,,,,,
Vildlin,Linum catharticum,Linväxter,SmaProvArt,Vildlin,https://sv.wikipedia.org/wiki/Vildlin,Linum catharticum,,,,,Gräsmark,,,,,,,,Kalkhällmark,,Hällmark,
Vildmorot,Daucus carota subsp. carota,Flockblommiga,SmaProvArt,Vildmorot,https://sv.wikipedia.org/wiki/Vildmorot,Daucus carota subsp. carota,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Vinbär,Ribes,Rosväxter,TradBuskArt,Vinbar,https://sv.wikipedia.org/wiki/Vinb%C3%A4r,Ribes,,,Buskar,Bärande,,,,,,,,,,,,
Vit näckros,Nymphaea alba,Näckrosväxter,SmaProvArt,Vit_nackros,https://sv.wikipedia.org/wiki/Vit_n%C3%A4ckros,Nymphaea alba,,,,,,,,,,Vatten,,Dike,,,,
Vit-/trampgröe,Poa annua/P. supina,Gräs,SmaProvArt,Vit_trampgroe,https://sv.wikipedia.org/wiki/Vit-/trampgr%C3%B6e,Poa annua/P. supina,,,,,,,,,,,,,Kalkhällmark,,,
Vit-/tuvknavel,Scleranthus perennis/S. annuus,Nejlikväxter,SmaProvArt,Vit_tuvknavel,http://linnaeus.nrm.se/flora/di/caryophylla/scler/scleper.html,Scleranthus perennis/S. annuus,,,,,,,,,K,,,,,,Hällmark,
Vitklöver,Trifolium repens,Ärtväxter,SmaProvArt,Vitklover,https://sv.wikipedia.org/wiki/Vitkl%C3%B6ver,Trifolium repens,,,,,,,,,,,,,,,,
Vitmossor övriga,Sphagnum ,Mossor,SmaProvArt,Vitmossor_ovriga,https://sv.wikipedia.org/wiki/vitmossor,Sphagnum ,,,,,,,Mossor,,,,,,,,,
Vitmåra,Galium boreale,Måreväxter,SmaProvArt,Vitmara,https://sv.wikipedia.org/wiki/Vitm%C3%A5ra,Galium boreale,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Vitsippa,Anemone nemorosa,Ranunkelväxter,SmaProvArt,Vitsippa,https://sv.wikipedia.org/wiki/Vitsippa,Anemone nemorosa,,,,,,,,,,,,,,,,
Vresros,Rosa rugosa,Rosväxter,TradBuskArt,Vresros,https://sv.wikipedia.org/wiki/Vresros,Rosa rugosa,,,Buskar,Bärande,,,,,,,,,,,,
Vår-/småfingerört,Potentilla crantzii/P. verna,Rosväxter,SmaProvArt,Var_smafingerort,https://sv.wikipedia.org/wiki/V%C3%A5r-/sm%C3%A5finger%C3%B6rt,Potentilla crantzii/P. verna,,,,,Gräsmark,,,,K,,,,,,Hällmark,
Vår-/småfingerört,Potentilla crantzii/P. verna,Rosväxter,SmaProvArt,Var_smafingerort,https://sv.wikipedia.org/wiki/V%C3%A5r-/sm%C3%A5finger%C3%B6rt,Potentilla crantzii/P. verna,,,,,,,,,K,,,,Kalkhällmark,,,
Vårbrodd,Anthoxanthum odoratum,Gräs,SmaProvArt,Varbrodd,https://sv.wikipedia.org/wiki/V%C3%A5rbrodd,Anthoxanthum odoratum,,,,,,,,,K,,,,Kalkhällmark,,Hällmark,
Vårfryle,Luzula pilosa,Tågväxter,SmaProvArt,Varfryle,https://sv.wikipedia.org/wiki/V%C3%A5rfryle,Luzula pilosa,,,,,,,,,,,,,,,,
Vårspärgel,Spergula morisonii,Nejlikväxter,SmaProvArt,Varspargel,https://sv.wikipedia.org/wiki/V%C3%A5rsp%C3%A4rgel,Spergula morisonii,,,,,,,,,T,,,,,,Hällmark,
Våtarv,Stellaria media,Nejlikväxter,SmaProvArt,Vatarv,https://sv.wikipedia.org/wiki/V%C3%A5tarv,Stellaria media,,,,,,,,,,,,,,,,
Väddklint,Centaurea scabiosa,Korgblommiga,SmaProvArt,Vaddklint,https://sv.wikipedia.org/wiki/V%C3%A4ddklint,Centaurea scabiosa,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Väggmossa,Pleurozium schreberi,Mossor,SmaProvArt,Vaggmossa,https://sv.wikipedia.org/wiki/V%C3%A4ggmossa,Pleurozium schreberi,,,,,,,Mossor,,,,,,,,Hällmark,
Vägtistel,Cirsium vulgare,Korgblommiga,SmaProvArt,Vagtistel,https://sv.wikipedia.org/wiki/V%C3%A4gtistel,Cirsium vulgare,Stor art,,,,,,,,,,,,,,,
Åker-/lövbinda,Fallopia convolvulus/F. dumetorum,Slideväxter,SmaProvArt,Aker_lovbinda,http://sv.wikipedia.org/wiki/%C3%85kerbinda,Fallopia convolvulus/F. dumetorum,,,,,,,,,,,,,,,,
Åkerbär,Rubus arcticus,Rosväxter,SmaProvArt,Akerbar,http://sv.wikipedia.org/wiki/%C3%85kerb%C3%A4r,Rubus arcticus,,,,,,,,,,,,,,,,
Åkerfräken,Equisetum arvense,Fräkenväxter,SmaProvArt,Akerfraken,http://linnaeus.nrm.se/flora/orm/equiseta/equis/equiarv.html,Equisetum arvense,,,,,,,,,,,,,,,,
Åkerförgätmigej,Myosotis arvensis,Strävbladiga,SmaProvArt,Akerforgatmigej,http://sv.wikipedia.org/wiki/%C3%85kerf%C3%B6rg%C3%A4tmigej,Myosotis arvensis,,,,,,,,,,,,,,,Hällmark,
Åkerkulla,Anthemis arvensis,Korgblommiga,SmaProvArt,Akerkulla,https://sv.wikipedia.org/wiki/Åkerkulla,Anthemis arvensis,,,,,,,,,,,,,,Artrikt,,
Åkerspärgel,Spergula arvensis,Nejlikväxter,SmaProvArt,Akerspargel,http://sv.wikipedia.org/wiki/%C3%85kersp%C3%A4rgel,Spergula arvensis,,,,,,,,,,,,,,,,
Åkertistel,Cirsium arvense,Korgblommiga,SmaProvArt,Akertistel,https://sv.wikipedia.org/wiki/%C3%85kertistel,Cirsium arvense,Stor art,,,,,,,,,,,,,,,
Åkervinda,Convolvulus arvensis,Vindeväxter,SmaProvArt,Akervinda,http://artfakta.artdatabanken.se/taxon/219775,Convolvulus arvensis,,,,,,,,,,,,,,,,
Åkerviol,Viola arvensis,Violväxter,SmaProvArt,Akerviol,https://sv.wikipedia.org/wiki/%C3%85kerviol,Viola arvensis,,,,,,,,,,,,,,,Hällmark,
Åkervädd,Knautia arvensis,Kaprifolväxter,SmaProvArt,Akervadd,http://sv.wikipedia.org/wiki/%C3%85kerv%C3%A4dd,Knautia arvensis,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Ädelgr. Abies,,Tallväxter,TradBuskArt,Abies_adelgran,http://sv.wikipedia.org/wiki/%C3%84delgranssl%C3%A4ktet,,,,Träd,,,,,,,,,,,,,
Äkta johannesört,Hypericum perforatum,Johannesörtsväxter,SmaProvArt,Akta_johannesort,https://sv.wikipedia.org/wiki/%C3%84kta_johannes%C3%B6rt,Hypericum perforatum,,,,,,,,,,,,,,,Hällmark,
Älgört,Filipendula ulmaria,Rosväxter,SmaProvArt,Algort,https://sv.wikipedia.org/wiki/%C3%84lggr%C3%A4s,Filipendula ulmaria,Stor art,,,,,,,,,Vatten,,Dike,,,,
Älväxing,Sesleria uliginosa,Gräs,SmaProvArt,Alvaxing,https://sv.wikipedia.org/wiki/%C3%84lv%C3%A4xing,Sesleria uliginosa,,,,,Gräsmark,,,,,,,,Kalkhällmark,,,
Ängs-/höskallra,Rhinanthus minor/R. serotinus,Snyltrotsväxter,SmaProvArt,Angs_hoskallra,https://sv.wikipedia.org/wiki/%C3%84ngsskallra,Rhinanthus minor/R. serotinus,,,,,,,,,,,,,,,,
Ängs-/kärrbräsma,Cardamine pratensis ssp. pratensis/ssp. paludosa,Korsblommiga,SmaProvArt,Angs_karrbrasma,https://sv.wikipedia.org/wiki/%C3%84ngsbr%C3%A4sma,Cardamine pratensis ssp. pratensis/ssp. paludosa,,,,,,,,,,,,,,,,
Ängs-/skogskovall,Melampyrum pratense/M. sylvaticum,Snyltrotsväxter,SmaProvArt,Angs_skogskovall,https://sv.wikipedia.org/wiki/%C3%84ngskovall,Melampyrum pratense/M. sylvaticum,,,,,,,,,,,,,,,,
Ängs-/skogsviol,Viola canina/V. riviniana,Violväxter,SmaProvArt,Angs_skogsviol,https://sv.wikipedia.org/wiki/Violsl%C3%A4ktet,Viola canina/V. riviniana,,,,,,,,,,,,,,,,
Ängsfräken,Equisetum pratense,Fräkenväxter,SmaProvArt,Angsfraken,http://linnaeus.nrm.se/flora/orm/equiseta/equis/equipra.html,Equisetum pratense,,,,,,,,,,,,,,,,
Ängsgentiana,,,SmaProvArt,Angsgentiana,,,,,,,Gräsmark,,,,,,,,,,,
Ängshaverrot,Tragopogon pratensis,Korgblommiga,SmaProvArt,Angshaverrot,https://sv.wikipedia.org/wiki/%C3%84ngshaverrot,Tragopogon pratensis,,,,,,,,,,,,,,,,
Ängshavre,Avenula pratensis,Gräs,SmaProvArt,Angshavre,,Avenula pratensis,,,,,Gräsmark,,,,,,,,Kalkhällmark,Artrikt,,
Ängsskära,Serratula tinctoria,Korgblommiga,SmaProvArt,Angsskara,https://sv.wikipedia.org/wiki/Ängsskära,Serratula tinctoria,,,,,,,,,,,,,,Artrikt,,
Ängssvingel,Schedonorus pratensis,Gräs,SmaProvArt,Angssvingel,https://sv.wikipedia.org/wiki/%C3%84ngssvingel,Schedonorus pratensis,,,,,,,,,,,,,,,,
Ängssyra,Rumex acetosa,Slideväxter,SmaProvArt,Angssyra,https://sv.wikipedia.org/wiki/%C3%84ngssyra,Rumex acetosa,,,,,,,,,,,,,,,,
Ängsull,Eriophorum angustifolium,Halvgräs,SmaProvArt,Angsull,https://sv.wikipedia.org/wiki/%C3%84ngsull,Eriophorum angustifolium,,,,,,,,,,,,,,,,
Ängsvädd,Succisa pratensis,Kaprifolväxter,SmaProvArt,Angsvadd,http://www.biopix.net/search1.aspx?searchtext=Succisa%20pratensis&category=insekter&q=Succisa%20pratensis,Succisa pratensis,,,,,,,,,,,,,,Artrikt,,
Ärenpris,Veronica officinalis,Grobladsväxter,SmaProvArt,Arenpris,http://linnaeus.nrm.se/flora/di/scrophularia/veron/verooff.html,Veronica officinalis,,,,,,,,,,,,,Kalkhällmark,,,
Ögontröst-arter,Euphrasia spp,Snyltrotsväxter,SmaProvArt,Ogontrost_arter,https://sv.wikipedia.org/wiki/%C3%B6gontr%C3%B6st-arter,Euphrasia spp,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Örnbräken,Pteridium aquilinum,Örnbräkenväxter,SmaProvArt,Ornbraken,https://sv.wikipedia.org/wiki/%C3%B6rnbr%C3%A4ken,Pteridium aquilinum,Stor art,,,,,,,,,,,,,,,
Övr. främ. barr,,Tallväxter,TradBuskArt,Granar_ovriga,https://sv.wikipedia.org/wiki/Picea,,,,Träd,,,,,,,,,,,,,
Övriga buskar,,-,TradBuskArt,Buskar_ovriga,https://c1.staticflickr.com/5/4124/5044598464_058ccd6e06_b.jpg,,,,Buskar,,,,,,,,,,,,,
Övriga lövträd,,-,TradBuskArt,Lovtrad_ovriga,https://sv.wikipedia.org/wiki/G%C3%B6mfr%C3%B6v%C3%A4xter,,,,Träd,,,,,,,,,,,,,
Övriga popplar,,Videväxter,TradBuskArt,Poppel_ovriga,https://sv.wikipedia.org/wiki/Poppelsl%C3%A4ktet,,,,Träd,,,,,,,,,,,,,
Övriga tallar,,Tallväxter,TradBuskArt,Tallar_ovriga,https://sv.wikipedia.org/wiki/Tallsl%C3%A4ktet,,,,Träd,,,,,,,,,,,,,
